worker	worker_current_recode	state_abbrev	raceid	year	dem_vote	candnumber	cand_party	candvotes	tvotes	candpct	winwin	quality_cand	qualnumber	openseat	PartyDonors1	college	dist_income	total_primary	third	gop	ideo_extreme	qualbin	former_worker
1	0	"PA"	200838110	2008	0.5159999847412109	1	"Republican"	27710	27710	1.0	1	1	1	0	4	0.123500004	0.43842	0.18205	0.0	1.0	0.932	1.0	1.0
0	0	"PA"	200838180	2008	0.35900001525878905	1	"Republican"	39780	39780	1.0	1	2	0	0	29	0.2197	0.56836	0.0	0.0	1.0	0.575	1.0	0.0
0	0	"SC"	200840061	2008	0.675	1	"Democrat"	1	1	1.0	1	2	0	0	99	0.104399994	0.35452	0.0	0.0	0.0	0.468	1.0	0.0
0	0	"SC"	200840020	2008	0.4620000076293945	2	"Republican"	44783	52614	0.8511613011360168	1	2	1	0	15	0.19790001	0.52075	0.0	0.0	1.0	0.967	1.0	0.0
0	0	"SC"	200840030	2008	0.3529999923706055	1	"Republican"	1	1	1.0	1	2	0	0	12	0.1277	0.41783	0.0	0.0	1.0	0.991	1.0	0.0
0	0	"SC"	200840040	2008	0.38099998474121094	2	"Republican"	37571	56116	0.6695237755775452	1	2	0	0	5	0.171	0.45822	0.0	0.0	1.0	1.155	1.0	0.0
0	0	"SC"	200840051	2008	0.625	1	"Democrat"	1	1	1.0	1	2	0	0	27	0.1251	0.41239	0.0	0.0	0.0	0.394	1.0	0.0
0	0	"SD"	200841011	2008	0.6759999847412109	1	"Democrat"	1	1	1.0	1	2	0	0	29	0.1777	0.46032	0.0	0.0	0.0	0.879	1.0	0.0
0	0	"TN"	200842030	2008	0.28299999237060547	2	"Republican"	31782	34907	0.9104763865470886	1	2	0	0	30	0.1385	0.42433	0.0	0.0	1.0	1.134	1.0	0.0
0	0	"TN"	200842051	2008	0.68	1	"Democrat"	17985	17985	1.0	1	2	0	0	16	0.192	0.47058	0.0	0.0	0.0	0.112	1.0	0.0
0	0	"TN"	200842070	2008	0.3139999961853027	2	"Republican"	30997	50022	0.6196674108505249	1	2	1	0	55	0.2198	0.62392	0.0	0.0	1.0	1.144	1.0	0.0
0	0	"TX"	200843301	2008	0.8390000152587891	1	"Democrat"	90425	90425	1.0	1	2	0	0	2	0.11270001	0.36718	0.0	0.0	0.0	0.34	1.0	0.0
0	0	"TX"	200843030	2008	0.3890000152587891	3	"Republican"	36050	41468	0.8693450093269348	1	2	0	0	31	0.28260002	0.69164	0.0	0.0	1.0	1.086	1.0	0.0
0	0	"TX"	200843320	2008	0.415	1	"Republican"	28736	28736	1.0	1	2	0	0	53	0.23030001	0.49333	0.0	0.0	1.0	1.081	1.0	0.0
0	0	"TX"	200843050	2008		1	"Republican"	45803	45803	1.0	1	2	0	0	61	0.1268	0.49988	0.0	0.0	1.0	1.106	1.0	0.0
0	0	"TX"	200843281	2008	0.7019999694824218	1	"Democrat"	84819	84819	1.0	1	2	0	0	35	0.1126	0.36896	0.0	0.0	0.0	0.398	1.0	0.0
0	0	"TX"	200843260	2008	0.3770000076293945	1	"Republican"	41328	41328	1.0	1	2	0	0	26	0.2148	0.63233	0.0	0.0	1.0	1.076	1.0	0.0
1	0	"TX"	200843271	2008	0.6020000076293945	1	"Democrat"	77513	77513	1.0	1	2	0	0	9	0.113000005	0.38774	0.0	0.0	0.0	0.236	1.0	1.0
0	0	"TX"	200843291	2008	0.7580000305175781	1	"Democrat"	42222	42222	1.0	1	2	0	0	6	0.0482	0.37229	0.0	0.0	0.0	0.298	1.0	0.0
0	0	"TX"	200843310	2008	0.37799999237060544	1	"Republican"	47388	47388	1.0	1	2	0	0	14	0.18959999	0.5707	5.0E-5	0.0	1.0		1.0	0.0
0	0	"UT"	200844010	2008	0.3170000076293945	1	"Republican"	1	1	1.0	1	2	1	0	3	0.1911	0.54747	0.0	0.0	1.0	0.786	1.0	0.0
0	0	"VA"	200846040	2008	0.40400001525878904	1	"Republican"	1	1	1.0	1	2	1	0	7	0.1531	0.57969	0.0	0.0	1.0	0.836	1.0	0.0
0	0	"VA"	200846060	2008	0.3729999923706055	1	"Republican"	1	1	1.0	1	2	1	0	13	0.1567	0.46101	0.0	0.0	1.0	0.767	1.0	0.0
0	0	"VA"	200846091	2008		1	"Democrat"	1	1	1.0	1	2	1	0	31	0.1033	0.36399	0.0	0.0	0.0	0.324	1.0	0.0
0	0	"WA"	200847049	2008	0.36900001525878906	3	"Republican"	93241	149924	0.6219217777252197	1	2	1	0	18	0.1236	0.46096	0.0	0.0	1.0	0.835	1.0	0.0
0	0	"WA"	200847019	2008	0.6780000305175782	2	"Democrat"	104342	157042	0.6644209623336792	1	2	1	0	66	0.269	0.76967	0.0	0.0	0.0	1.348	1.0	0.0
0	0	"WV"	200848011	2008		1	"Democrat"	95674	95674	1.0	1	2	0	0	22	0.112399995	0.3902	0.0	0.0	0.0	0.236	1.0	0.0
0	0	"AL"	200801020	2008	0.5029999923706054	6	"Republican"	9757	56735	0.1719750016927719	0	0	3	1	2	0.1237	0.41866	0.39905167	0.0	1.0	0.791	0.0	0.0
0	0	"AL"	200801050	2008	0.5179999923706055	6	"Republican"	18515	37941	0.4879944920539856	1	0	1	1	5	0.1858	0.47779	0.508848	0.0	1.0	1.072	0.0	0.0
0	0	"AZ"	200803050	2008	0.55	5	"Republican"	13212	41716	0.31671300530433655	0	1	3	0	4	0.2691	0.6249	0.45158815	0.0	1.0	0.461	1.0	0.0
0	0	"AZ"	200803030	2008	0.4379999923706055	1	"Republican"	43538	43538	1.0	1	2	0	0	40	0.20030001	0.59216	0.0	0.0	1.0	1.087	1.0	0.0
0	0	"AZ"	200803020	2008	0.385	1	"Republican"	58707	58707	1.0	1	2	0	0	3	0.1401	0.53833	0.0	0.0	1.0	1.12	1.0	0.0
0	0	"AZ"	200803050	2008	0.55	5	"Republican"	14233	41716	0.3411880135536194	1	1	3	0	51	0.2691	0.6249	0.7859892	0.0	1.0	1.172	1.0	0.0
0	0	"CA"	200805021	2008	0.4209999847412109	3	"Democrat"	14340	42560	0.3369360864162445	0	0	0	0	0	0.1427	0.42173	4.52E-4	0.0	0.0		0.0	0.0
0	0	"CA"	200805111	2008	0.5529999923706055	1	"Democrat"	40403	40403	1.0	1	2	0	0	218	0.1993	0.79469	0.0	0.0	0.0	1.358	1.0	0.0
0	0	"CA"	200805161	2008	0.7480000305175781	1	"Democrat"	39616	39616	1.0	1	2	0	0	42	0.1927	0.77607	0.0	0.0	0.0	0.966	1.0	0.0
0	0	"CA"	200805171	2008	0.740999984741211	1	"Democrat"	53057	53057	1.0	1	2	0	0	16	0.16430001	0.60062	0.0	0.0	0.0	0.702	1.0	0.0
0	0	"CA"	200805201	2008	0.7430000305175781	1	"Democrat"	22042	22042	1.0	1	2	0	0	10	0.0519	0.33441	0.0	0.0	0.0	0.063	1.0	0.0
1	0	"CA"	200805351	2008	0.8619999694824219	1	"Democrat"	36685	36685	1.0	1	2	0	0	9	0.1046	0.42856	0.0	0.0	0.0	0.893	1.0	1.0
0	0	"CA"	200805260	2008	0.43400001525878906	2	"Republican"	10158	39785	0.2553223967552185	0	0	0	0	0	0.2016	0.75206	0.040475	0.0	1.0		0.0	0.0
0	0	"CA"	200805500	2008	0.47299999237060547	1	"Republican"	58511	58511	1.0	1	2	0	0	44	0.2766	0.82477	0.0	0.0	1.0	0.963	1.0	0.0
0	0	"CO"	200806010	2008	0.7519999694824219	2	"Republican"	4533	10833	0.4184437096118927	0	0	0	0	0	0.22700001	0.45535	0.0	0.0	1.0	0.83	0.0	0.0
1	0	"CO"	200806031	2008	0.615999984741211	1	"Democrat"	22192	22192	1.0	1	2	0	0	63	0.16430001	0.48716	0.0	0.0	0.0	0.978	1.0	1.0
0	0	"FL"	200809051	2008	0.38799999237060545	3	"Democrat"	16900	33286	0.5077208876609802	1	0	0	0	0	0.1189	0.44414	0.01194854	0.0	0.0	0.994	0.0	0.0
0	0	"FL"	200809131	2008	0.40299999237060546	1	"Democrat"	1	1	1.0	1	0	0	0	149	0.16520001	0.47181	1.0725832	0.0	0.0	1.125	0.0	0.0
0	0	"FL"	200809140	2008	0.29399999618530276	1	"Republican"	1	1	1.0	1	2	0	0	69	0.1879	0.52498	0.0	0.0	1.0		1.0	0.0
0	0	"FL"	200809141	2008	0.29399999618530276	1	"Democrat"	1	1	1.0	1	0	0	0	0	0.1879	0.52498	0.0105	0.0	0.0	4.254	0.0	0.0
0	0	"FL"	200809160	2008	0.3990000152587891	3	"Republican"	19626	56179	0.3493475914001465	0	1	2	0	20	0.1452	0.46923	0.65671074	0.0	1.0	0.798	1.0	0.0
0	0	"FL"	200809201	2008		1	"Democrat"	1	1	1.0	1	2	0	0	69	0.22489999	0.55829	0.0	0.0	0.0	0.79	1.0	0.0
0	0	"FL"	200809230	2008	0.8219999694824218	1	"Republican"	1	1	1.0	1	0	0	0	2	0.1205	0.4002	0.0275	0.0	1.0	0.942	0.0	0.0
0	0	"GA"	200810060	2008	0.315	1	"Republican"	30957	30957	1.0	1	2	0	0	29	0.3425	0.83387	0.0	0.0	1.0	1.074	1.0	0.0
0	0	"GA"	200810030	2008	0.34299999237060547	1	"Republican"	55128	55128	1.0	1	2	0	0	14	0.161	0.56135	0.0	0.0	1.0	1.125	1.0	0.0
0	0	"GA"	200810121	2008	0.66	2	"Democrat"	45235	59190	0.7642338275909424	1	2	1	0	69	0.09819999	0.37118	0.0	0.0	0.0	0.65	1.0	0.0
0	0	"IA"	200815040	2008	0.3940000152587891	1	"Republican"	13144	13144	1.0	1	2	0	0	19	0.1595	0.46646	0.0	0.0	1.0	0.993	1.0	0.0
0	0	"IL"	200813031	2008	0.774000015258789	4	"Democrat"	62439	116037	0.5380955934524536	1	2	2	0	8	0.152	0.56385	0.0	0.0	0.0	0.19	1.0	0.0
1	0	"IL"	200813071	2008	0.85	2	"Democrat"	129865	142494	0.9113717079162598	1	2	0	0	7	0.2068	0.51268	0.0	0.0	0.0	0.805	1.0	1.0
0	0	"IN"	200814011	2008	0.7230000305175781	1	"Democrat"	134505	134505	1.0	1	2	0	0	36	0.1376	0.52338	0.0	0.0	0.0	0.272	1.0	0.0
0	0	"IN"	200814021	2008	0.6890000152587891	1	"Democrat"	119217	119217	1.0	1	2	0	0	31	0.121700004	0.43811	0.0	0.0	0.0	0.922	1.0	0.0
0	0	"IN"	200814020	2008	0.6890000152587891	3	"Republican"	5092	28492	0.17871679365634918	0	0	0	0	0	0.121700004	0.43811	0.0	0.0	1.0		0.0	0.0
0	0	"IN"	200814030	2008	0.41900001525878905	2	"Republican"	40161	52107	0.7707409858703613	1	2	1	0	8	0.1486	0.49141	0.0	0.0	1.0	1.229	1.0	0.0
0	0	"KS"	200816021	2008	0.47700000762939454	1	"Democrat"	32395	32395	1.0	1	2	0	0	70	0.1706	0.47074	0.0	0.0	0.0	1.084	1.0	0.0
0	0	"KS"	200816040	2008	0.33799999237060546	1	"Republican"	39484	39484	1.0	1	2	0	0	31	0.1777	0.48595	0.0	0.0	1.0	1.182	1.0	0.0
0	0	"KY"	200817010	2008	0.35700000762939454	1	"Republican"	1	1	1.0	1	2	0	0	11	0.0765	0.36047	0.0	0.0	1.0	0.729	1.0	0.0
0	0	"KY"	200817061	2008	0.6469999694824219	1	"Democrat"	1	1	1.0	1	2	0	0	12	0.16290002	0.47283	0.0	0.0	0.0	0.471	1.0	0.0
0	0	"LA"	200818031	2008		1	"Democrat"	1	1	1.0	1	2	1	0	23	0.103599995	0.4617	0.0	0.0	0.0	0.244	1.0	0.0
0	0	"LA"	200818070	2008	0.35700000762939454	1	"Republican"	1	1	1.0	1	2	0	0	32	0.1337	0.43933	0.0	0.0	1.0	0.869	1.0	0.0
0	0	"MA"	200821031	2008		1	"Democrat"	37041	37041	1.0	1	2	0	0	92	0.22719999	0.65694	0.0	0.0	0.0	0.905	1.0	0.0
0	0	"MA"	200821061	2008	0.705	1	"Democrat"	36646	36646	1.0	1	2	0	0	18	0.24450001	0.74451	0.0	0.0	0.0	1.091	1.0	0.0
0	0	"ME"	200819010	2008	0.549000015258789	2	"Republican"	21154	35402	0.5975369215011597	1	1	1	1	7	0.2023	0.52468	0.19939585	0.0	1.0	0.742	1.0	0.0
0	0	"MI"	200822030	2008	0.36700000762939455	1	"Republican"	49698	49698	1.0	1	2	0	0	4	0.1868	0.50564	0.0	0.0	1.0	1.188	1.0	0.0
0	0	"MI"	200822070	2008	0.5120000076293946	1	"Republican"	39314	39314	1.0	1	2	0	0	54	0.1432	0.50887	0.0	0.0	1.0	1.226	1.0	0.0
0	0	"MI"	200822071	2008	0.5120000076293946	2	"Democrat"	9034	26304	0.34344589710235596	0	0	1	0	0	0.1432	0.50887	0.00984	0.0	0.0	1.41	0.0	0.0
0	0	"MO"	200825040	2008	0.659000015258789	3	"Republican"	31979	47871	0.668024480342865	1	0	0	0	0	0.1185	0.42359	0.0	0.0	1.0	0.206	0.0	0.0
0	0	"MO"	200825051	2008	0.644000015258789	1	"Democrat"	38260	38260	1.0	1	2	0	0	8	0.16139999	0.46594	0.0	0.0	0.0	0.728	1.0	0.0
0	0	"MS"	200824021	2008	0.6909999847412109	2	"Democrat"	111077	128901	0.8617234230041504	1	2	0	0	28	0.1244	0.30593	0.0	0.0	0.0	0.374	1.0	0.0
1	0	"NC"	200833011	2008	0.7030000305175781	1	"Democrat"	1	1	1.0	1	2	0	0	16	0.0933	0.3252	0.0	0.0	0.0	0.738	1.0	1.0
0	0	"NC"	200833050	2008	0.4159999847412109	1	"Republican"	1	1	1.0	1	2	0	0	36	0.15	0.4479	0.0	0.0	1.0	0.975	1.0	0.0
1	0	"NC"	200833060	2008	0.33	1	"Republican"	1	1	1.0	1	2	0	0	3	0.17379999	0.50325	0.0	0.0	1.0	0.647	1.0	1.0
0	0	"NC"	200833090	2008	0.365	2	"Republican"	51402	55772	0.9216452836990356	1	2	0	0	35	0.2683	0.64216	0.0	0.0	1.0	0.985	1.0	0.0
0	0	"NC"	200833100	2008	0.42400001525878905	2	"Republican"	34457	51349	0.6710355281829834	1	2	0	0	28	0.1158	0.41718	0.0	0.0	1.0	0.879	1.0	0.0
0	0	"ND"	200834010	2008	0.62	1	"Republican"	46785	46785	1.0	1	0	0	0	0	0.2032	0.45685	0.23306984	0.0	1.0	1.389	0.0	0.0
0	0	"NE"	200827010	2008	0.295	1	"Republican"	46620	46620	1.0	1	2	0	0	2	0.19049999	0.51662	0.0	0.0	1.0	1.145	1.0	0.0
0	0	"NH"	200829021	2008	0.5770000076293945	1	"Democrat"	22638	22638	1.0	1	2	0	0	132	0.2043	0.62661	0.0	0.0	0.0	1.263	1.0	0.0
0	0	"NY"	200832051	2008	0.72	1	"Democrat"	1	1	1.0	1	2	0	0	33	0.2243	0.66453	0.0	0.0	0.0	0.55	1.0	0.0
0	0	"NY"	200832111	2008	0.935	1	"Democrat"	1	1	1.0	1	2	0	0	8	0.1752	0.45924	0.0	0.0	0.0	0.851	1.0	0.0
0	0	"NY"	200832261	2008	0.425	3	"Democrat"	5602	23894	0.23445220291614532	0	0	0	1	0	0.1596	0.56142	1.537668	0.0	0.0	0.72	0.0	0.0
0	0	"NY"	200832271	2008	0.7669999694824219	1	"Democrat"	1	1	1.0	1	2	0	0	15	0.1344	0.45293	0.0	0.0	0.0	0.473	1.0	0.0
0	0	"NY"	200832290	2008	0.51	1	"Republican"	1	1	1.0	1	2	0	0	25	0.1603	0.5039	0.0	0.0	1.0	0.414	1.0	0.0
0	0	"OH"	200835031	2008	0.36700000762939455	3	"Democrat"	51416	95848	0.536432683467865	1	0	1	0	0	0.1529	0.49411	0.11202471	0.0	0.0	0.982	0.0	0.0
0	0	"OH"	200835101	2008	0.5929999923706055	5	"Democrat"	9362	144371	0.06484679877758026	0	0	2	0	3	0.1708	0.45805	0.055775	0.0	0.0	0.19	0.0	0.0
0	0	"OH"	200835140	2008	0.3990000152587891	1	"Republican"	53036	53036	1.0	1	2	0	0	13	0.1972	0.60156	0.0	0.0	1.0	0.47	1.0	0.0
1	0	"OK"	200836021	2008	0.705	2	"Democrat"	66041	77479	0.8523728847503662	1	2	0	0	35	0.0956	0.35735	0.0	0.0	0.0	0.299	1.0	1.0
0	0	"OK"	200836030	2008	0.25299999237060544	1	"Republican"	1	1	1.0	1	2	0	0	26	0.14130001	0.42875	0.0	0.0	1.0	0.966	1.0	0.0
0	0	"PA"	200838131	2008	0.645	1	"Democrat"	98696	98696	1.0	1	2	0	0	316	0.1996	0.6151	0.0	0.0	0.0	1.101	1.0	0.0
1	0	"PA"	200838150	2008	0.41400001525878904	1	"Republican"	27875	27875	1.0	1	2	0	0	47	0.1728	0.5808	0.0	0.0	1.0	0.779	1.0	1.0
1	0	"PA"	200838141	2008		1	"Democrat"	134298	134298	1.0	1	2	0	0	30	0.15640001	0.38046	0.0	0.0	0.0	0.419	1.0	1.0
0	0	"PA"	200838030	2008	0.5120000076293946	1	"Republican"	42636	42636	1.0	1	2	0	0	37	0.1366	0.44116	0.0	0.0	1.0	0.605	1.0	0.0
0	0	"RI"	200839011	2008	0.7390000152587891	1	"Democrat"	25427	25427	1.0	1	2	0	0	150	0.18110001	0.52106	0.0	0.0	0.0	0.78	1.0	0.0
1	0	"TN"	200842061	2008		1	"Democrat"	21752	21752	1.0	1	2	0	0	39	0.1398	0.47288	0.0	0.0	0.0	0.305	1.0	1.0
0	0	"TN"	200842041	2008	0.605999984741211	2	"Democrat"	30487	33720	0.9041221737861633	1	2	0	0	14	0.0876	0.36872	0.0	0.0	0.0	0.277	1.0	0.0
0	0	"TX"	200843020	2008		1	"Republican"	36562	36562	1.0	1	2	0	0	24	0.1725	0.59523	0.0	0.0	1.0	1.013	1.0	0.0
0	0	"TX"	200843010	2008		1	"Republican"	49035	49035	1.0	1	2	0	0	34	0.1325	0.41788	0.0	0.0	1.0	1.342	1.0	0.0
0	0	"TX"	200843040	2008	0.2989999961853027	5	"Republican"	5492	56908	0.09650660306215286	0	0	1	0	0	0.15529999	0.50711	0.29064015	0.0	1.0	0.663	0.0	0.0
0	0	"TX"	200843060	2008	0.365	1	"Republican"	42054	42054	1.0	1	2	0	0	28	0.174	0.55518	0.0	0.0	1.0	1.062	1.0	0.0
0	0	"TX"	200843091	2008		1	"Democrat"	73657	73657	1.0	1	2	0	0	1	0.1384	0.38471	0.0	0.0	0.0	0.454	1.0	0.0
0	0	"TX"	200843251	2008	0.6840000152587891	1	"Democrat"	110108	110108	1.0	1	2	0	0	38	0.2058	0.50352	0.0	0.0	0.0	0.824	1.0	0.0
0	0	"TX"	200843100	2008	0.445	1	"Republican"	44214	44214	1.0	1	2	0	0	44	0.2357	0.64688	0.0	0.0	1.0	1.077	1.0	0.0
0	0	"TX"	200843130	2008	0.22399999618530272	1	"Republican"	56807	56807	1.0	1	2	0	0	20	0.1271	0.4428	0.0	0.0	1.0	1.19	1.0	0.0
0	0	"TX"	200843181	2008	0.7919999694824219	1	"Democrat"	78161	78161	1.0	1	2	0	0	1	0.12020001	0.39417	0.0	0.0	0.0	0.317	1.0	0.0
0	0	"TX"	200843190	2008	0.2560000038146973	1	"Republican"	54099	54099	1.0	1	2	0	0	36	0.14829999	0.41517	0.0	0.0	1.0	1.251	1.0	0.0
1	0	"TX"	200843110	2008		1	"Republican"	61409	61409	1.0	1	2	0	0	26	0.1233	0.46835	0.0	0.0	1.0	1.217	1.0	1.0
0	0	"TX"	200843240	2008	0.4229999923706055	1	"Republican"	30378	30378	1.0	1	2	0	0	19	0.2481	0.61397	0.0	0.0	1.0	1.008	1.0	0.0
0	0	"TX"	200843230	2008	0.5709999847412109	2	"Republican"	11671	30352	0.38452160358428955	0	0	1	0	3	0.1504	0.44352	1.091309	0.0	1.0	1.2	0.0	0.0
0	0	"VA"	200846020	2008	0.525	1	"Republican"	1	1	1.0	1	2	1	0	9	0.1822	0.59874	0.0	0.0	1.0	0.879	1.0	0.0
0	0	"WA"	200847039	2008	0.64	4	"Democrat"	21356	164875	0.12952843308448792	0	0	1	0	0	0.1584	0.5578	0.009425	0.0	0.0	1.737	0.0	0.0
1	0	"WA"	200847059	2008	0.34700000762939454	6	"Republican"	96584	171576	0.5629225373268127	1	2	1	0	35	0.16780001	0.46114	0.0	0.0	1.0	0.935	1.0	1.0
0	0	"WA"	200847069	2008	0.669000015258789	4	"Republican"	51300	169159	0.3032649755477905	1	0	1	0	0	0.1555	0.48845	0.004652	0.0	1.0	1.499	0.0	0.0
0	0	"WA"	200847089	2008	0.47200000762939454	6	"Republican"	74140	152726	0.4854445159435272	1	2	1	0	76	0.2649	0.82671	0.0	0.0	1.0	0.937	1.0	0.0
0	0	"WI"	200849041	2008		1	"Democrat"	18342	18342	1.0	1	2	0	0	3	0.1445	0.39561	0.0	0.0	0.0	0.923	1.0	0.0
1	0	"AK"	200802010	2008	0.47299999237060547	3	"Republican"	48195	105987	0.45472559332847595	1	2	2	0	37	0.1759	0.6846	0.0	0.0	1.0	0.383	1.0	1.0
0	0	"AK"	200802011	2008	0.47299999237060547	2	"Democrat"	28347	68131	0.41606611013412476	0	0	1	0	12	0.1759	0.6846	0.14333783	0.0	0.0	1.373	0.0	0.0
0	0	"AL"	200801040	2008	0.2510000038146973	1	"Republican"	1	1	1.0	1	2	0	0	10	0.082600005	0.38457	0.0	0.0	1.0	0.907	1.0	0.0
0	0	"AR"	200804011	2008		1	"Democrat"	1	1	1.0	1	2	0	0	9	0.091000006	0.34358	0.0	0.0	0.0	0.273	1.0	0.0
0	0	"AR"	200804021	2008		1	"Democrat"	1	1	1.0	1	2	0	0	1	0.1585	0.42962	0.0	0.0	0.0	0.82	1.0	0.0
0	0	"AZ"	200803021	2008	0.385	1	"Democrat"	27711	27711	1.0	1	0	0	0	0	0.1401	0.53833	0.01456701	0.0	0.0	1.752	0.0	0.0
0	0	"AZ"	200803051	2008	0.55	1	"Democrat"	25174	25174	1.0	1	2	0	0	71	0.2691	0.6249	0.0	0.0	0.0	0.887	1.0	0.0
0	0	"AZ"	200803081	2008	0.5609999847412109	1	"Democrat"	46223	46223	1.0	1	2	0	0	177	0.19489999	0.5203	0.0	0.0	0.0	1.005	1.0	0.0
0	0	"CA"	200805020	2008	0.4209999847412109	1	"Republican"	62394	62394	1.0	1	2	0	0		0.1427	0.42173	0.0	0.0	1.0	0.754	1.0	0.0
0	0	"CA"	200805031	2008	0.47	1	"Democrat"	37318	37318	1.0	1	0	0	0	6	0.19530001	0.65995	0.27682248	0.0	0.0	1.651	0.0	0.0
0	0	"CA"	200805041	2008	0.4979999923706055	2	"Democrat"	51028	57990	0.8799448013305664	1	0	0	1	133	0.2008	0.6321	7.0960417	0.0	0.0	1.41	0.0	0.0
0	0	"CA"	200805051	2008	0.7809999847412109	1	"Democrat"	51006	51006	1.0	1	2	0	0	52	0.1734	0.49096	0.0	0.0	0.0	0.803	1.0	0.0
0	0	"CA"	200805060	2008	0.749000015258789	1	"Republican"	29527	29527	1.0	1	0	0	0	0	0.2534	0.71087	0.02722	0.0	1.0	1.278	0.0	0.0
0	0	"CA"	200805071	2008	0.77	1	"Democrat"	49260	49260	1.0	1	2	0	0	63	0.1851	0.6243	0.0	0.0	0.0	0.785	1.0	0.0
1	0	"CA"	200805131	2008	0.764000015258789	1	"Democrat"	42897	42897	1.0	1	2	0	0	17	0.221	0.76238	0.0	0.0	0.0	0.533	1.0	1.0
0	0	"CA"	200805101	2008	0.6769999694824219	1	"Democrat"	55427	55427	1.0	1	2	0	0	44	0.2522	0.82537	0.0	0.0	0.0	0.883	1.0	0.0
0	0	"CA"	200805121	2008	0.8030000305175782	4	"Democrat"	1594	67466	0.023626700043678284	0	0	0	0	0	0.2735	0.85668	0.006888	0.0	0.0	1.554	0.0	0.0
0	0	"CA"	200805200	2008	0.7430000305175781	1	"Republican"	11257	11257	1.0	1	0	0	0	1	0.0519	0.33441	0.00443	0.0	1.0	1.177	0.0	0.0
0	0	"CA"	200805240	2008	0.4179999923706055	2	"Republican"	45124	58570	0.770428478717804	1	2	0	0	43	0.2182	0.79995	0.0	0.0	1.0	0.741	1.0	0.0
0	0	"CA"	200805220	2008		1	"Republican"	61915	61915	1.0	1	2	0	0	37	0.1407	0.5348	0.0	0.0	1.0	0.799	1.0	0.0
0	0	"CA"	200805301	2008		1	"Democrat"	52980	52980	1.0	1	2	0	0	26	0.3199	0.82425	0.0	0.0	0.0	0.738	1.0	0.0
0	0	"CA"	200805271	2008	0.7340000152587891	1	"Democrat"	25591	25591	1.0	1	2	0	0	52	0.18969999	0.59177	0.0	0.0	0.0	0.656	1.0	0.0
0	0	"CA"	200805241	2008	0.4179999923706055	3	"Democrat"	8733	38697	0.22567640244960785	0	0	0	0	2	0.2182	0.79995	0.01639984	0.0	0.0	1.712	0.0	0.0
0	0	"CA"	200805241	2008	0.4179999923706055	3	"Democrat"	12324	38697	0.31847429275512695	0	0	0	0	3	0.2182	0.79995	0.01563023	0.0	0.0	1.593	0.0	0.0
0	0	"CA"	200805240	2008	0.4179999923706055	2	"Republican"	13446	58570	0.2295714020729065	0	0	0	0	0	0.2182	0.79995	0.052615	0.0	1.0	0.077	0.0	0.0
0	0	"CA"	200805261	2008	0.43400001525878906	2	"Democrat"	17165	25492	0.6733484864234924	1	0	0	0	127	0.2016	0.75206	0.48016995	0.0	0.0	1.469	0.0	0.0
0	0	"CA"	200805030	2008	0.47	1	"Republican"	50532	50532	1.0	1	2	0	0	17	0.19530001	0.65995	0.0	0.0	1.0	0.875	1.0	0.0
0	0	"CA"	200805360	2008	0.6859999847412109	1	"Republican"	20109	20109	1.0	1	0	0	0	0	0.2676	0.69356	0.002543	0.0	1.0	3.12	0.0	0.0
0	0	"CA"	200805400	2008	0.375	1	"Republican"	39565	39565	1.0	1	2	0	0	44	0.2151	0.70044	0.0	0.0	1.0	0.673	1.0	0.0
1	0	"CA"	200805431	2008	0.6909999847412109	2	"Democrat"	13177	19878	0.6628937125205994	1	2	1	0	31	0.0889	0.48658	0.0	0.0	0.0	0.533	1.0	1.0
0	0	"CA"	200805430	2008	0.6909999847412109	2	"Republican"	3670	9076	0.4043631851673126	0	0	1	0	0	0.0889	0.48658	0.00365	0.0	1.0	1.367	0.0	0.0
0	0	"CA"	200805471	2008	0.7319999694824219	1	"Democrat"	16430	16430	1.0	1	2	0	0	53	0.093	0.52926	0.0	0.0	0.0	0.818	1.0	0.0
0	0	"CA"	200805470	2008	0.7319999694824219	1	"Republican"	12245	12245	1.0	1	0	0	0	0	0.093	0.52926	0.00365	0.0	1.0	1.414	0.0	0.0
0	0	"CA"	200805480	2008	0.42200000762939455	1	"Republican"	50101	50101	1.0	1	2	0	0	24	0.3127	0.88153	0.0	0.0	1.0	0.95	1.0	0.0
0	0	"CA"	200805481	2008	0.42200000762939455	1	"Democrat"	22959	22959	1.0	1	0	0	0	13	0.3127	0.88153	0.847242	0.0	0.0	1.425	0.0	0.0
0	0	"CO"	200806011	2008	0.7519999694824219	1	"Democrat"	35804	35804	1.0	1	2	0	0	22	0.22700001	0.45535	0.0	0.0	0.0	1.046	1.0	0.0
0	0	"CO"	200806050	2008	0.3820000076293945	3	"Republican"	16794	56775	0.295799195766449	0	0	0	0	3	0.2034	0.56528	0.35856172	0.0	1.0	1.101	0.0	0.0
0	0	"CO"	200806050	2008	0.3820000076293945	3	"Republican"	24995	56775	0.4402466118335724	1	2	0	0	15	0.2034	0.56528	0.0	0.0	1.0	1.079	1.0	0.0
0	0	"CO"	200806050	2008	0.3820000076293945	3	"Republican"	14986	56775	0.26395419239997864	0	0	0	0	4	0.2034	0.56528	0.4082123	0.0	1.0	1.417	0.0	0.0
0	0	"CO"	200806021	2008	0.649000015258789	3	"Democrat"	18599	49167	0.37828218936920166	0	1	2	1		0.26770002	0.65797	1.4880615	0.0	0.0	1.128	1.0	0.0
