"","worker","worker_current_recode","state_abbrev","raceid","year","dem_vote","candnumber","cand_party","candvotes","tvotes","candpct","winwin","quality_cand","qualnumber","openseat","PartyDonors1","college","dist_income","total_primary","third","gop","ideo_extreme","qualbin","former_worker"
"622",0,0,"CA",201605019,2016,0.405900001525879,7,"Democrat",13430,211166,0.0635992512106895,0,0,1,0,NA,0.1499,0.47488,0,0,0,NA,0,0
"623",0,0,"MD",201220040,2012,0.788000030517578,4,"Republican",1443,14965,0.0964249894022942,0,0,0,0,NA,0.18530001,0.71649,0,0,1,NA,0,0
"624",0,0,"CA",201205089,2012,NA,13,"Republican",1376,81856,0.0168100073933601,0,0,5,1,NA,0.0896,0.4225,0,0,1,NA,0,0
"625",0,0,"MO",201425071,2014,0.312000007629395,2,"Democrat",7457,16128,0.462363600730896,0,0,0,0,NA,0.15,0.41004,NA,0,0,1.822,0,0
"626",1,0,"CA",201605019,2016,0.405900001525879,7,"Republican",6885,211166,0.0326046794652939,0,0,1,0,NA,0.1499,0.47488,0,0,1,NA,0,1
"627",0,0,"TX",201243101,2012,0.375,2,"Democrat",6169,14230,0.43352073431015,0,0,0,0,NA,0.2395,0.6171,0,0,0,NA,0,0
"628",0,0,"OH",200835141,2008,0.399000015258789,3,"Democrat",21352,99954,0.213618293404579,0,0,1,0,NA,0.1972,0.60156,0,0,0,NA,0,0
"629",0,0,"AZ",201603011,2016,0.507000007629395,2,"Democrat",21632,52465,0.412312984466553,0,0,1,1,NA,0.1442,0.50537,0,0,0,NA,0,0
"630",0,0,"CA",201005401,2010,0.332000007629395,1,"Democrat",1,1,1,1,0,0,0,NA,0.2176,0.65243,0,0,0,NA,0,0
"631",1,0,"IN",201214071,2012,0.629000015258789,4,"Democrat",2048,38498,0.0531975701451302,0,0,1,0,NA,0.14770001,0.37149,0,0,0,NA,0,1
"632",0,0,"AL",201401061,2014,0.237000007629395,1,"Democrat",1,1,1,1,0,0,1,NA,0.21,0.58073,NA,0,0,NA,0,0
"633",0,0,"CA",201605019,2016,0.405900001525879,7,"Third-Party",4958,211166,0.0234791599214077,0,0,1,0,NA,0.1499,0.47488,0,1,0,NA,0,0
"634",0,0,"IN",201614091,2016,0.404599990844727,4,"Democrat",7298,63115,0.115630201995373,0,0,0,1,NA,0.159,0.55078,0,0,0,NA,0,0
"635",0,0,"GA",201610081,2016,0.323499984741211,1,"Democrat",1,1,1,1,0,0,0,NA,0.1241,0.4436,0,0,0,NA,0,0
"636",0,0,"OK",200836051,2008,0.340999984741211,2,"Democrat",1,2,0.5,1,0,0,0,NA,0.17639999,0.4303,0,0,0,NA,0,0
"637",0,0,"ID",201412011,2014,0.35,2,"Democrat",1981,11028,0.179633662104607,0,0,1,0,NA,0.1585,0.48523,NA,0,0,NA,0,0
"638",0,0,"CA",201005130,2010,0.721999969482422,2,"Republican",7610,13657,0.557223379611969,1,0,0,0,NA,0.2333,0.73539,0,0,1,NA,0,0
"639",1,0,"IN",200814010,2008,0.723000030517578,5,"Republican",2945,20124,0.146342694759369,0,0,0,0,NA,0.1376,0.52338,0,0,1,NA,0,1
"640",0,0,"MN",201623040,2016,0.577599983215332,3,"Republican",845,6853,0.123303666710854,0,0,0,0,NA,0.2598,0.66175,0,0,1,NA,0,0
"641",0,0,"MO",201225010,2012,0.815,2,"Republican",7085,16822,0.421174645423889,0,0,0,0,NA,0.16479999,0.37413,0,0,1,NA,0,0
"642",0,0,"MD",201220080,2012,0.658000030517578,4,"Republican",3671,28872,0.127147406339645,0,0,0,0,NA,0.23809999,0.91462,0,0,1,NA,0,0
"643",0,0,"KY",201617030,2016,0.635,3,"Republican",4075,21510,0.18944676220417,0,0,0,0,NA,0.1847,0.5107,0,0,1,NA,0,0
"644",0,0,"OK",201236030,2012,0.21,2,"Republican",4492,37946,0.1183787509799,0,0,1,0,NA,0.14130001,0.46239,0,0,1,NA,0,0
"645",0,0,"NV",201628010,2016,0.618699989318848,6,"Republican",1459,10333,0.141198098659515,0,0,0,0,NA,0.1114,0.38,0,0,1,NA,0,0
"646",0,0,"OH",201635131,2016,0.677300033569336,2,"Democrat",10578,98732,0.107138514518738,0,0,1,0,NA,0.1575,0.4243,0,0,0,NA,0,0
"647",0,0,"NH",200829020,2008,0.577000007629395,5,"Republican",547,31600,0.0173100996762514,0,0,1,0,NA,0.2043,0.62661,0,0,1,NA,0,0
"648",0,0,"CA",201205309,2012,NA,7,"Republican",5521,95833,0.057610634714365,0,0,2,0,NA,0.2847,0.66074,0,0,1,NA,0,0
"649",0,0,"WI",201449071,2014,0.399000015258789,2,"Democrat",5256,23887,0.220036000013351,0,0,0,0,NA,0.1509,0.5006,NA,0,0,NA,0,0
"650",0,0,"OR",201037031,2010,0.74,2,"Democrat",6595,78476,0.0840383991599083,0,0,0,0,NA,0.2067,0.48726,0,0,0,NA,0,0
"651",0,0,"TX",200843200,2008,0.740999984741211,1,"Republican",10409,10409,1,1,0,0,0,NA,0.10520001,0.35934,0,0,1,NA,0,0
"652",0,0,"WA",201647049,2016,NA,5,"Democrat",21678,97700,0.221883311867714,0,0,1,0,NA,0.123,0.52484,0,0,0,NA,0,0
"653",0,0,"MD",201620040,2016,0.740699996948242,4,"Republican",10882,23781,0.457592189311981,1,0,0,1,NA,0.1928,0.7935,0,0,1,NA,0,0
"654",0,0,"NJ",201030131,2010,0.763000030517578,2,"Democrat",2303,17675,0.130297005176544,0,0,0,0,NA,0.19600001,0.49264,0,0,0,NA,0,0
"655",0,0,"NC",201633130,2016,0.439000015258789,17,"Republican",2872,31706,0.0905822217464447,0,1,8,1,NA,0.18,0.4744,0,0,1,NA,1,0
"656",0,0,"MO",201625071,2016,0.273799991607666,3,"Democrat",4915,18031,0.272586107254028,0,0,0,0,NA,0.15609999,0.44619,0,0,0,NA,0,0
"657",0,0,"MI",201622090,2016,0.579099998474121,1,"Republican",1,1,1,1,0,0,0,NA,0.1926,0.56582,0,0,1,NA,0,0
"658",0,0,"IL",201413061,2014,0.329000015258789,1,"Democrat",1,1,1,1,0,0,0,NA,0.3077,0.88574,NA,0,0,NA,0,0
"659",0,0,"CA",201205209,2012,0.740999984741211,7,"Third-Party",2211,107029,0.0206579528748989,0,0,2,0,NA,0.1728,0.60563,0,1,0,NA,0,0
"660",0,0,"AZ",201203021,2012,0.504000015258789,3,"Democrat",4,62423,6.41000005998649e-05,0,0,2,0,NA,0.185,0.46139,0,0,0,NA,0,0
"661",0,0,"OK",201636021,2016,0.232000007629395,2,"Democrat",21152,52833,0.400355845689774,0,0,0,0,NA,0.11399999,0.4077,0,0,0,NA,0,0
"662",0,0,"NC",201633130,2016,0.439000015258789,17,"Republican",198,31706,0.00624487502500415,0,0,8,1,NA,0.18,0.4744,0,0,1,NA,0,0
"663",0,0,"IN",201414021,2014,0.394000015258789,4,"Democrat",1837,19114,0.0961075648665428,0,0,1,0,NA,0.1319,0.47178,NA,0,0,NA,0,0
"664",0,0,"LA",201618029,2016,0.6975,3,"Democrat",28855,284269,0.101505964994431,0,0,2,0,NA,0.148,0.36798,0,0,0,NA,0,0
"665",0,0,"NY",200832110,2008,0.935,1,"Republican",1,1,1,1,0,0,0,NA,0.1752,0.45924,0,0,1,NA,0,0
"666",1,1,"TN",201642031,2016,0.288500003814697,3,"Democrat",2066,16036,0.128835126757622,0,0,0,0,NA,0.1514,0.43938,0,0,0,NA,0,0
"667",0,0,"CA",201605179,2016,NA,6,"Third-Party",3125,133212,0.0234588477760553,0,0,2,0,NA,0.3055,1.2115,0,1,0,NA,0,0
"668",0,0,"MD",201420040,2014,0.713000030517578,4,"Republican",2740,14272,0.191984310746193,0,0,0,0,NA,0.1852,0.72035,NA,0,1,NA,0,0
"669",1,1,"IL",201613021,2016,0.796100006103516,4,"Democrat",25280,156593,0.16143761575222,0,0,1,0,NA,0.1439,0.48417,0,0,0,NA,0,0
"670",1,0,"IL",201413181,2014,0.252999992370605,2,"Democrat",5692,12455,0.457005232572556,0,0,0,0,NA,0.20979999,0.58821,NA,0,0,NA,0,1
"671",0,0,"CA",201205399,2012,0.422000007629395,3,"Third-Party",3561,94892,0.0375268720090389,0,0,2,0,NA,0.2582,0.72388,0,1,0,NA,0,0
"672",0,0,"CA",201405129,2014,0.833000030517578,8,"Third-Party",879,108438,0.00810601375997066,0,0,1,0,NA,0.335,0.8537,NA,1,0,NA,0,0
"673",1,0,"WA",201647079,2016,NA,9,"Third-Party",2592,196503,0.0131906382739544,0,0,4,1,NA,0.3499,0.84579,0,1,0,NA,0,1
"674",0,0,"MO",201225060,2012,0.332999992370605,3,"Republican",9945,73931,0.134517326951027,0,0,1,0,NA,0.173,0.50295,0,0,1,NA,0,0
"675",0,0,"MA",201021030,2010,0.59,5,"Republican",3106,21636,0.143556997179985,0,0,0,0,NA,0.21790001,0.61622,0,0,1,NA,0,0
"676",0,0,"IL",201213181,2012,0.257999992370605,2,"Democrat",10211,14676,0.695761799812317,1,0,0,0,NA,0.2065,0.59418,0,0,0,NA,0,0
"677",0,0,"TN",201442040,2014,0.377000007629395,7,"Republican",4592,77504,0.0592485554516315,0,0,2,0,NA,0.1456,0.45739,NA,0,1,NA,0,0
"678",0,0,"OH",201635041,2016,0.320099983215332,3,"Democrat",3480,44473,0.0782497227191925,0,0,0,0,NA,0.1142,0.52632,0,0,0,NA,0,0
"679",0,0,"NC",201633040,2016,0.682200012207031,2,"Republican",4399,15346,0.286654502153397,0,0,0,0,NA,0.3188,0.70587,0,0,1,NA,0,0
"680",0,0,"IL",200813011,2008,0.859000015258789,2,"Democrat",19272,153615,0.125456497073174,0,0,0,0,NA,0.1291,0.41742,0,0,0,NA,0,0
"681",0,0,"NV",201628011,2016,0.618699989318848,3,"Democrat",1775,18885,0.0939899384975433,0,0,1,0,NA,0.1114,0.38,0,0,0,NA,0,0
"682",0,0,"HI",201211010,2012,0.545999984741211,3,"Republican",376,27159,0.0138443978503346,0,0,1,0,NA,0.22459999,0.70895,0,0,1,NA,0,0
"683",0,0,"LA",201618019,2016,0.128000001907349,7,"Third-Party",6717,326788,0.0205546095967293,0,0,1,0,NA,0.19709998,0.56938,0,1,0,NA,0,0
"684",0,0,"TN",201042050,2010,0.572000007629395,11,"Republican",3156,43313,0.0728650018572807,0,0,0,0,NA,0.19319999,0.44587,0,0,1,NA,0,0
"685",0,0,"NY",200832070,2008,0.846999969482422,1,"Republican",1,1,1,1,0,0,0,NA,0.1555,0.47353,0,0,1,NA,0,0
"686",0,0,"CA",201605479,2016,0.62689998626709,3,"Republican",16364,137022,0.11942607909441,0,0,1,0,NA,0.20799999,0.6545,0,0,1,0.757,0,0
"687",0,0,"HI",201611020,2016,0.762300033569336,2,"Republican",7449,13325,0.559024393558502,1,0,0,0,NA,0.1876,0.70867,0,0,1,NA,0,0
"688",0,0,"TX",201243151,2012,0.622999992370605,5,"Democrat",687,41312,0.0166295506060123,0,0,1,0,NA,0.1259,0.39716,0,0,0,NA,0,0
"689",0,0,"NJ",201430010,2014,0.592999992370606,4,"Republican",767,9372,0.0818395242094994,0,0,1,1,NA,0.2019,0.64464,NA,0,1,NA,0,0
"690",0,0,"OH",201635041,2016,0.320099983215332,3,"Democrat",11314,44473,0.254401534795761,0,0,0,0,NA,0.1142,0.52632,0,0,0,NA,0,0
"691",0,0,"NH",200829010,2008,0.53,4,"Republican",414,36273,0.0114134000614285,0,0,1,0,NA,0.222,0.64717,0,0,1,NA,0,0
"692",0,0,"MD",201020051,2010,0.65,3,"Democrat",2516,53352,0.0471584983170033,0,0,0,0,NA,0.18180001,0.8302,0,0,0,NA,0,0
"693",0,0,"NC",201633031,2016,0.32810001373291,2,"Democrat",5351,11807,0.453205734491348,0,0,0,0,NA,0.1424,0.47565,0,0,0,NA,0,0
"694",0,0,"WA",201047049,2010,0.324000015258789,6,"Republican",9214,141137,0.0652840882539749,0,0,1,0,NA,0.1318,0.46591,0,0,1,NA,0,0
"695",0,0,"NJ",201630111,2016,0.387200012207031,3,"Democrat",34462,107093,0.321795076131821,1,1,2,0,NA,0.32639998,1.0826,0,0,0,NA,1,0
"696",0,0,"IN",201414040,2014,0.330999984741211,2,"Republican",17472,60651,0.288074404001236,0,0,1,0,NA,0.15529999,0.5137,NA,0,1,NA,0,0
"697",0,0,"IL",201613141,2016,0.40439998626709,3,"Democrat",24866,64883,0.383243680000305,0,0,1,0,NA,0.2697,0.90345,0,0,0,NA,0,0
"698",0,0,"TN",201642080,2016,0.250799999237061,13,"Republican",231,61522,0.00375475408509374,0,0,4,1,NA,0.1719,0.54145,0,0,1,NA,0,0
"699",0,0,"AL",201001020,2010,0.489000015258789,4,"Republican",3346,74682,0.0448032990098,0,0,2,0,NA,0.121700004,0.40567,0,0,1,NA,0,0
"700",0,0,"WA",201647099,2016,0.728899993896484,5,"Democrat",17613,119229,0.147724121809006,0,1,2,0,NA,0.2576,0.75407,0,0,0,NA,1,0
"701",0,0,"NV",200828010,2008,0.705,7,"Republican",1090,12580,0.0866454988718033,0,0,0,0,NA,0.1201,0.5068,0,0,1,NA,0,0
"702",0,0,"AZ",201203051,2012,0.327999992370605,1,"Democrat",1,1,1,1,0,0,1,NA,0.219,0.63236,0,0,0,NA,0,0
"703",0,0,"LA",201618069,2016,0.149099998474121,6,"Democrat",49380,331098,0.149140134453773,0,0,1,0,NA,0.1817,0.5927,0,0,0,NA,0,0
"704",0,0,"OH",201035180,2010,0.429000015258789,8,"Republican",1294,52215,0.0247821994125843,0,0,2,0,NA,0.0887,0.39155,0,0,1,NA,0,0
"705",0,0,"ID",201612021,2016,0.294099998474121,1,"Democrat",1,1,1,1,0,0,0,NA,0.1998,0.51294,0,0,0,NA,0,0
"706",0,0,"CA",201405079,2014,0.504000015258789,6,"Third-Party",869,111038,0.00782615039497614,0,0,2,0,NA,0.2159,0.66104,NA,1,0,NA,0,0
"707",0,0,"TX",201643260,2016,0.295699996948242,3,"Republican",13201,92750,0.142328843474388,0,0,1,0,NA,0.3032,0.87272,0,0,1,2.183,0,0
"708",0,0,"KY",201417041,2014,0.322999992370605,1,"Democrat",1,1,1,1,0,0,0,NA,0.1577,0.54214,NA,0,0,NA,0,0
"709",0,0,"NC",201633010,2016,0.68620002746582,1,"Republican",1,1,1,1,0,0,0,NA,0.16459998,0.40895,0,0,1,NA,0,0
"710",0,0,"DE",201608011,2016,0.555299987792969,6,"Democrat",3156,63794,0.0494717359542847,0,0,1,1,NA,0.18370001,0.61757,0,0,0,NA,0,0
"711",0,0,"MN",201623050,2016,0.690699996948242,1,"Republican",1,1,1,1,0,0,0,NA,0.2863,0.59115,0,0,1,NA,0,0
"712",0,0,"MO",201625061,2016,0.283500003814697,5,"Democrat",3881,28534,0.136013180017471,0,0,0,0,NA,0.19139999,0.58532,0,0,0,NA,0,0
"713",0,0,"CA",201005331,2010,0.860999984741211,4,"Democrat",1733,40423,0.0428715981543064,0,0,1,1,NA,0.22850001,0.41538,0,0,0,NA,0,0
"714",0,0,"HI",201611020,2016,0.762300033569336,2,"Republican",5876,13325,0.440975606441498,0,0,0,0,NA,0.1876,0.70867,0,0,1,NA,0,0
"715",0,0,"OH",201635080,2016,0.269699993133545,15,"Republican",1386,132697,0.0104448478668928,0,0,2,1,NA,0.153,0.58213,0,0,1,NA,0,0
"716",0,0,"MN",201223041,2012,0.664000015258789,3,"Democrat",3212,32416,0.0990868732333183,0,1,2,0,NA,0.2564,0.60769,0,0,0,NA,1,0
"717",0,0,"IN",201614040,2016,0.304699993133545,2,"Republican",38200,124251,0.307442188262939,0,0,1,0,NA,0.1627,0.53996,0,0,1,NA,0,0
"718",1,1,"ID",200812020,2008,0.29,3,"Republican",4900,58233,0.0841446965932846,0,0,0,0,NA,0.1688,0.47629,0,0,1,NA,0,0
"719",1,1,"MI",201022101,2010,0.257999992370605,1,"Democrat",1,1,1,1,0,0,0,NA,0.13939999,0.51487,0,0,0,1.345,0,0
"720",0,0,"CA",201605229,2016,0.314599990844727,3,"Republican",8808,135534,0.0649873837828636,0,0,1,0,NA,0.1551,0.56524,0,0,1,NA,0,0
"721",1,0,"OH",201235121,2012,0.365,2,"Democrat",6165,20477,0.301069498062134,0,0,0,0,NA,0.2364,0.63046,0,0,0,NA,0,1
"722",0,0,"OH",200835050,2008,0.359000015258789,3,"Republican",5873,72313,0.0812164023518562,0,0,0,0,NA,0.1091,0.49178,0,0,1,NA,0,0
"723",1,0,"CA",201405259,2014,NA,8,"Republican",699,64532,0.0108318347483873,0,0,1,1,NA,0.1816,0.70727,NA,0,1,NA,0,1
"724",0,0,"MD",201620080,2016,0.605699996948242,5,"Republican",9343,46541,0.200747728347778,0,0,0,1,NA,0.255,0.98991,0,0,1,NA,0,0
"725",0,0,"CA",201605069,2016,0.748600006103516,5,"Third-Party",6354,141514,0.0449001528322697,0,0,1,0,NA,0.18010001,0.51932,0,1,0,NA,0,0
"726",0,0,"NJ",201030011,2010,0.645,2,"Democrat",2153,15816,0.13612799346447,0,0,0,0,NA,0.1713,0.58089,0,0,0,NA,0,0
"727",0,0,"NJ",201630050,2016,0.504300003051758,3,"Republican",4148,50170,0.0826788917183876,0,0,1,0,NA,0.3017,1.00219,0,0,1,NA,0,0
"728",0,0,"MD",201420030,2014,0.595999984741211,3,"Republican",2524,17424,0.144857674837112,0,0,0,0,NA,0.2536,0.81015,NA,0,1,NA,0,0
"729",0,0,"FL",201009020,2010,0.435999984741211,5,"Republican",6438,60364,0.106652997434139,0,0,0,0,NA,0.1584,0.41929,0,0,1,NA,0,0
"730",0,0,"OH",201035031,2010,0.318999996185303,3,"Democrat",2123,5761,0.36851242184639,0,0,0,0,NA,0.1538,0.43212,0,0,0,NA,0,0
"731",0,0,"NC",201633131,2016,0.439000015258789,5,"Democrat",2963,18340,0.16155943274498,0,0,1,1,NA,0.18,0.4744,0,0,0,NA,0,0
"732",0,0,"CA",201005311,2010,0.838000030517578,2,"Democrat",2280,19709,0.115683197975159,0,0,0,0,NA,0.14,0.35194,0,0,0,NA,0,0
"733",0,0,"SC",201640071,2016,0.389500007629395,1,"Democrat",1,1,1,1,0,0,0,NA,0.13319999,0.43146,0,0,0,NA,0,0
"734",0,0,"NV",200828010,2008,0.705,7,"Republican",1137,12580,0.0903815999627113,0,0,0,0,NA,0.1201,0.5068,0,0,1,NA,0,0
"735",0,0,"FL",201209130,2012,0.424000015258789,3,"Republican",7049,56992,0.123684026300907,0,0,1,0,NA,0.1839,0.44591,0,0,1,NA,0,0
"736",0,0,"NC",201433051,2014,0.39,4,"Democrat",4189,24234,0.172856315970421,0,0,0,0,NA,0.16530001,0.44546,NA,0,0,NA,0,0
"737",0,0,"NC",201433021,2014,0.412000007629395,3,"Democrat",5616,28582,0.196487292647362,0,0,1,0,NA,0.189,0.5039,NA,0,0,NA,0,0
"738",0,0,"IN",200814030,2008,0.419000015258789,2,"Republican",11946,52107,0.229258999228477,0,1,1,0,NA,0.1486,0.49141,0,0,1,NA,1,0
"739",0,0,"AK",201202010,2012,0.308999996185303,3,"Republican",4841,74809,0.0647114664316177,0,0,1,0,NA,0.1712,0.67712,0,0,1,NA,0,0
"740",0,0,"OH",200835071,2008,0.417999992370605,6,"Democrat",6118,88573,0.069072999060154,0,0,0,1,NA,0.13239999,0.51306,0,0,0,NA,0,0
"741",0,0,"NE",201027011,2010,0.287000007629395,4,"Democrat",11703,31955,0.366233795881271,0,0,0,0,NA,0.1935,0.49602,0,0,0,NA,0,0
"742",0,0,"TN",201042081,2010,0.397000007629395,2,"Democrat",12965,40097,0.323340892791748,0,0,1,1,NA,0.0994,0.37427,0,0,0,NA,0,0
"743",0,0,"TX",201043270,2010,0.495999984741211,4,"Republican",4268,19653,0.217167899012566,0,1,1,0,NA,0.1155,0.3696,0,0,1,NA,1,0
"744",0,0,"KY",201617010,2016,0.273299999237061,4,"Republican",896,40173,0.0223035365343094,0,0,2,1,NA,0.094399996,0.40253,0,0,1,NA,0,0
"745",0,0,"OR",201637021,2016,0.280100002288818,1,"Democrat",1,1,1,1,0,0,0,NA,0.1459,0.49837,0,0,0,NA,0,0
"746",0,0,"NV",200828010,2008,0.705,7,"Republican",2490,12580,0.197933197021484,0,0,0,0,NA,0.1201,0.5068,0,0,1,NA,0,0
"747",0,0,"WA",201647089,2016,0.397999992370605,6,"Third-Party",2024,129537,0.0156248789280653,0,0,1,0,NA,0.22799999,0.79516,0,1,0,NA,0,0
"748",0,0,"WA",201647079,2016,NA,9,"Third-Party",1056,196503,0.00537396408617496,0,0,4,1,NA,0.3499,0.84579,0,1,0,NA,0,0
"749",0,0,"CA",201605469,2016,NA,8,"Republican",3441,93569,0.0367750003933907,0,0,4,1,NA,0.1425,0.61304,0,0,1,NA,0,0
"750",0,0,"TN",201042030,2010,0.33,11,"Republican",655,90528,0.00723529979586601,0,0,1,1,NA,0.1321,0.4062,0,0,1,NA,0,0
"751",0,0,"OH",201035130,2010,0.557000007629395,6,"Republican",2247,33132,0.0678196027874947,0,0,0,0,NA,0.1757,0.47483,0,0,1,NA,0,0
"752",0,0,"NY",201632031,2016,0.484500007629395,5,"Democrat",1021,20343,0.0501892529428005,0,0,4,1,NA,0.2723,1.11504,0,0,0,NA,0,0
"753",0,0,"OH",200835121,2008,0.435,3,"Democrat",13868,95577,0.145097702741623,0,0,0,0,NA,0.2534,0.59653,0,0,0,NA,0,0
"754",0,0,"OK",201636051,2016,0.36810001373291,3,"Democrat",7190,27203,0.264309078454971,0,0,1,0,NA,0.1927,0.49616,0,0,0,NA,0,0
"755",0,0,"TN",201642071,2016,0.234500007629395,1,"Democrat",1,1,1,1,0,0,0,NA,0.1871,0.53276,0,0,0,NA,0,0
"756",0,0,"OH",201235060,2012,0.467000007629395,2,"Republican",10888,67793,0.160606548190117,0,0,1,0,NA,0.1031,0.41783,0,0,1,NA,0,0
"757",0,0,"LA",201218019,2012,NA,5,"Democrat",61703,290410,0.212468579411507,0,0,1,0,NA,0.17969999,0.50954,0,0,0,NA,0,0
"758",0,0,"KS",200816030,2008,0.587000007629395,2,"Republican",12338,51429,0.239903599023819,0,0,1,0,NA,0.2814,0.63928,0,0,1,NA,0,0
"759",0,0,"WA",201247059,2012,0.380999984741211,4,"Third-Party",4693,149179,0.0314588509500027,0,0,1,0,NA,0.17459999,0.44661,0,1,0,NA,0,0
"760",0,0,"NC",201633051,2016,0.415999984741211,3,"Democrat",7430,15573,0.47710782289505,1,0,0,0,NA,0.16780001,0.45001,0,0,0,NA,0,0
"761",0,0,"CA",201605229,2016,0.314599990844727,3,"Democrat",40247,135534,0.296951323747635,1,0,1,0,NA,0.1551,0.56524,0,0,0,NA,0,0
"762",0,0,"IL",201413010,2014,0.730999984741211,1,"Republican",1,1,1,1,0,0,0,NA,0.16280001,0.48557,NA,0,1,NA,0,0
"763",0,0,"TN",201642081,2016,0.250799999237061,2,"Democrat",7773,14185,0.547973215579987,1,0,0,1,NA,0.1719,0.54145,0,0,0,NA,0,0
"764",0,0,"CA",200805511,2008,0.75,2,"Democrat",10182,41872,0.243169695138931,0,0,0,0,NA,0.1342,0.50656,0,0,0,NA,0,0
"765",0,0,"NV",200828031,2008,0.529000015258789,4,"Democrat",1114,26245,0.0424461998045444,0,0,1,0,NA,0.17459999,0.61834,0,0,0,1.005,0,0
"766",0,0,"LA",201618019,2016,0.128000001907349,7,"Third-Party",9405,326788,0.0287801269441843,0,0,1,0,NA,0.19709998,0.56938,0,1,0,NA,0,0
"767",0,0,"NJ",201630111,2016,0.387200012207031,3,"Democrat",5727,107093,0.0534768849611282,0,0,2,0,NA,0.32639998,1.0826,0,0,0,NA,0,0
"768",1,1,"WA",201047059,2010,0.362999992370605,6,"Democrat",15538,169811,0.0915017277002335,0,0,1,0,NA,0.1634,0.44048,0,0,0,NA,0,0
"769",0,0,"NV",201428041,2014,0.485,3,"Democrat",1532,19299,0.0793823525309563,0,0,1,0,NA,0.12529999,0.52378,NA,0,0,NA,0,0
"770",0,0,"OH",200835090,2008,0.744000015258789,2,"Republican",14703,26396,0.55701619386673,1,0,0,0,NA,0.1347,0.43675,0,0,1,NA,0,0
"771",0,0,"IL",201013011,2010,0.835,4,"Democrat",4207,85602,0.0491460002958775,0,0,0,0,NA,0.1467,0.38299,0,0,0,NA,0,0
"772",0,0,"NJ",200830130,2008,0.775999984741211,1,"Republican",1739,1739,1,1,0,0,0,NA,0.171,0.49251,0,0,1,0.91,0,0
"773",0,0,"NH",201229020,2012,0.525,5,"Republican",1310,48434,0.0270471163094044,0,0,1,0,NA,0.22709998,0.62935,0,0,1,NA,0,0
"774",0,0,"CA",201605469,2016,NA,8,"Republican",1567,93569,0.0167469996958971,0,0,4,1,NA,0.1425,0.61304,0,0,1,NA,0,0
"775",0,0,"HI",201211020,2012,0.805,2,"Republican",5843,14899,0.3921739757061,0,0,0,1,NA,0.1663,0.61792,0,0,1,NA,0,0
"776",0,0,"IL",201413090,2014,0.660999984741211,2,"Republican",15575,29723,0.524004995822906,1,0,0,0,NA,0.3023,0.64804,NA,0,1,NA,0,0
"777",0,0,"TN",201642081,2016,0.250799999237061,2,"Democrat",6412,14185,0.452026784420013,0,0,0,1,NA,0.1719,0.54145,0,0,0,NA,0,0
"778",0,0,"MO",201625070,2016,0.273799991607666,8,"Republican",9538,107441,0.0887743011116982,0,0,1,0,NA,0.15609999,0.44619,0,0,1,NA,0,0
"779",0,0,"MD",201620051,2016,0.67379997253418,3,"Democrat",13304,110411,0.120495237410069,0,0,1,0,NA,0.17989999,0.95442,0,0,0,NA,0,0
"780",0,0,"NC",201633130,2016,0.439000015258789,17,"Republican",1266,31706,0.0399293527007103,0,1,8,1,NA,0.18,0.4744,0,0,1,NA,1,0
"781",0,0,"WA",201647019,2016,0.554199981689453,5,"Democrat",13694,145215,0.0943015515804291,0,0,1,0,NA,0.2764,0.91018,0,0,0,NA,0,0
"782",0,0,"WA",201447019,2014,0.55,7,"Third-Party",1192,118008,0.0101010100916028,0,0,1,0,NA,0.2635,0.84419,NA,1,0,NA,0,0
"783",0,0,"IA",201615040,2016,0.386199989318848,2,"Republican",15872,44970,0.352946400642395,0,1,2,0,NA,0.169,0.53335,0,0,1,NA,1,0
"784",0,0,"IL",201413041,2014,0.780999984741211,3,"Democrat",2670,29091,0.091780960559845,0,0,1,0,NA,0.1498,0.43947,NA,0,0,NA,0,0
"785",0,0,"TX",201043040,2010,0.231000003814697,6,"Republican",3177,68683,0.046255998313427,0,0,0,0,NA,0.16389999,0.51584,0,0,1,NA,0,0
"786",0,0,"NY",201432151,2014,NA,2,"Democrat",1004,11350,0.0884581506252289,0,0,1,0,NA,0.089499995,0.24429,NA,0,0,NA,0,0
"787",0,0,"LA",201418039,2014,NA,3,"Republican",22059,236268,0.0933643132448196,0,0,1,0,NA,0.1455,0.47095,NA,0,1,NA,0,0
"788",0,0,"KY",201217051,2012,0.221000003814697,2,"Democrat",11016,23291,0.472972393035889,0,0,0,0,NA,0.059,0.29675,0,0,0,NA,0,0
"789",0,0,"OH",201635080,2016,0.269699993133545,15,"Republican",2009,132697,0.0151397539302707,0,0,2,1,NA,0.153,0.58213,0,0,1,NA,0,0
"790",0,0,"IN",201614071,2016,0.599700012207031,3,"Democrat",8306,81747,0.101606175303459,0,0,1,0,NA,0.1578,0.41429,0,0,0,NA,0,0
"791",0,0,"MT",201026011,2010,0.359000015258789,4,"Democrat",13321,63007,0.211420997977257,0,0,0,0,NA,0.1982,0.42666,0,0,0,NA,0,0
"792",0,0,"OR",201637020,2016,0.280100002288818,2,"Republican",21099,106138,0.198788374662399,0,0,1,0,NA,0.1459,0.49837,0,0,1,NA,0,0
"793",0,0,"CA",200805160,2008,0.748000030517578,1,"Republican",16836,16836,1,1,0,0,0,NA,0.1927,0.77607,0,0,1,NA,0,0
